prenom,nom,age,genre,filiere,annee_etude,bac_serie,mention_bac,boursier,taux_presence,nb_absences,heures_travail_sem,participation_cours,nb_devoirs_rendus,note_partiel_mi,utilisation_biblio,groupe_etude,ressources_ligne,job_etudiant,heures_job_sem,distance_univ,transport,soutien_famille,stress_percu,sante_percue,sport_regulier,espace_travail,note_finale,mention
Francis,Khalil,23,M,Gestion,L3,Général,4,0,82.7,2,5,0,5,10.9,0,0,0,0,0,27.2,Voiture,2,2,7,1,0,9.05,Moyen
Naela,Ganda-Te-Grembombo,21,F,Lettres,L1,Général,0,0,71.2,4,12,3,9,14.65,5,0,1,0,0,23.3,Voiture,4,4,8,0,1,9.97,Moyen
Bintou,Montanary,24,F,Sciences,M1,Technologique,1,0,100.0,0,13,3,8,7.96,2,1,0,0,0,54.6,Logement sur place,4,8,7,0,0,11.93,Moyen
Leilath,Montean,23,F,Sciences,M2,Général,2,0,87.5,3,15,3,11,11.18,2,0,0,0,0,24.1,Voiture,3,5,7,1,1,14.81,Bon
Esther,El malki,22,F,Mathematiques,L3,Général,1,0,56.1,5,9,2,11,12.6,0,0,1,1,12,21.3,Voiture,4,3,5,0,1,7.44,Faible
Daro,Richir,23,F,Informatique,M2,Général,4,1,100.0,1,12,2,7,4.56,1,1,1,0,0,5.5,Transport en commun,4,4,7,0,1,11.85,Moyen
Wahiba,Alasabi,20,F,Sciences,L1,Général,0,1,62.3,7,13,2,11,11.81,2,1,1,0,0,46.6,Voiture,5,4,3,1,0,7.37,Faible
Francis,Koyakosso esso,21,M,Lettres,L2,Technologique,2,0,74.2,3,3,3,8,15.9,2,0,1,1,25,3.6,Vélo/Marche,5,5,8,0,1,10.45,Moyen
Kenza,Conde,22,F,Psychologie,L3,Général,2,0,81.5,3,9,2,9,9.47,3,0,0,0,0,42.4,Voiture,2,4,10,1,1,7.26,Faible
Eva,Dushime,23,F,Psychologie,L3,Général,2,1,82.8,3,11,3,9,6.68,1,0,1,1,16,6.7,Transport en commun,3,9,7,0,1,10.5,Moyen
Mohamed,Dede,20,M,Psychologie,L2,Général,1,0,81.7,3,11,2,12,12.57,2,1,1,1,25,2.5,Vélo/Marche,1,6,7,0,1,11.68,Moyen
Marie,Badaoui,20,F,Gestion,L2,Général,1,0,55.9,4,11,3,9,11.48,1,0,0,0,0,31.5,Voiture,2,2,4,0,0,7.58,Faible
Bintou,Koyakosso esso,20,F,Mathematiques,L1,Professionnel,3,1,81.8,3,13,1,5,16.59,2,0,1,1,20,0.5,Vélo/Marche,4,9,5,1,1,12.98,Bon
Safiatou,Belatar,20,F,Psychologie,L2,Général,1,1,91.6,3,21,1,7,12.46,2,0,1,1,20,32.1,Voiture,3,5,8,0,1,10.95,Moyen
Simeon,El abi,21,M,Gestion,L1,Professionnel,3,0,91.1,2,8,3,11,7.21,0,1,0,0,0,5.5,Transport en commun,3,7,4,1,1,11.69,Moyen
Anas,Faviere--Prado,21,M,Informatique,L3,Général,2,0,53.2,7,13,3,8,7.04,2,0,1,1,16,38.9,Voiture,4,6,5,1,1,5.87,Faible
Elodie,Dede,20,F,Psychologie,L1,Général,3,0,63.5,5,18,1,9,14.07,0,1,1,0,0,21.2,Voiture,4,6,8,0,1,12.98,Bon
Catherine,Dagou,21,F,Droit,L1,Technologique,2,1,57.3,5,2,4,8,12.16,2,0,0,0,0,19.7,Transport en commun,2,5,8,1,1,7.71,Faible
Emmanuel,Terkmani,23,M,Gestion,L3,Général,1,0,79.4,3,12,2,2,10.58,2,0,1,1,12,8.2,Transport en commun,2,6,7,1,1,8.58,Moyen
Bintou,Andriamampianina,22,F,Informatique,L3,Technologique,2,0,49.2,6,3,2,7,11.46,0,1,1,1,8,1.1,Vélo/Marche,3,5,7,1,0,9.82,Moyen
Delicia,Ursini,22,F,Gestion,M1,Professionnel,3,0,56.0,5,22,1,9,12.48,4,1,1,1,25,31.9,Voiture,3,6,7,0,1,11.21,Moyen
Esther,Tchassama,22,F,Psychologie,L3,Général,2,0,63.4,7,14,2,5,12.22,2,1,1,0,0,3.4,Vélo/Marche,5,5,5,1,1,9.66,Moyen
Belicia,Irakoze,20,F,Droit,L2,Général,4,1,45.3,7,13,2,6,5.08,4,1,1,1,20,8.4,Transport en commun,4,5,7,1,1,6.65,Faible
Emmanuel,Roumagnac,22,M,Mathematiques,M1,Technologique,2,1,73.6,5,2,2,8,15.42,0,0,1,1,16,16.5,Transport en commun,3,2,7,0,1,10.72,Moyen
Youssef,Djokpo,22,M,Informatique,L2,Général,1,1,40.3,6,8,3,8,15.68,4,1,0,0,0,11.8,Transport en commun,4,5,7,0,1,9.03,Moyen
Eric,Djema,20,M,Psychologie,L1,Général,1,0,81.8,3,9,2,10,17.68,0,0,1,1,25,4.0,Vélo/Marche,2,6,3,0,0,10.75,Moyen
Paola,Abbes,23,F,Gestion,L3,Général,4,0,67.6,6,20,3,8,16.85,2,0,0,0,0,2.7,Vélo/Marche,4,10,10,0,1,15.44,Excellent
Cheikh,Motondo masengi,24,M,Lettres,M2,Général,1,0,64.0,4,15,1,10,16.21,4,1,1,0,0,2.4,Vélo/Marche,2,7,5,0,1,9.31,Moyen
Hirche Luca,Baouya,21,M,Droit,L2,Technologique,3,0,66.6,4,3,2,7,9.71,1,1,1,0,0,35.8,Voiture,4,4,7,1,0,8.31,Moyen
Abdoul,Intwari,21,M,Informatique,L1,Général,3,1,73.0,5,13,0,10,11.95,0,1,0,0,0,0.6,Vélo/Marche,3,3,7,0,1,8.98,Moyen
Kenza,Haddad,20,F,Sciences,L1,Général,1,0,83.5,2,3,3,12,15.23,3,1,1,1,8,67.9,Logement sur place,1,6,6,1,1,11.04,Moyen
Elodie,Moudjalou mombo,20,F,Informatique,L1,Général,0,0,95.1,1,3,3,10,3.96,2,1,1,0,0,4.0,Vélo/Marche,2,4,7,1,1,5.06,Faible
Mamadou,Attias,20,M,Gestion,L2,Général,2,0,90.2,2,13,4,8,9.97,2,0,0,1,25,2.1,Vélo/Marche,3,4,5,1,0,11.46,Moyen
Jey,Djema,22,M,Psychologie,L3,Général,1,1,100.0,1,15,2,7,4.32,0,1,0,0,0,15.5,Transport en commun,4,4,10,1,1,8.21,Moyen
Catherine,Kuzmenko,20,F,Gestion,L1,Technologique,3,0,84.8,3,13,4,9,11.87,2,1,1,0,0,1.5,Vélo/Marche,1,5,6,0,1,12.96,Bon
Nehuan,M'jahad,25,M,Droit,M2,Général,2,0,76.2,4,20,3,8,15.61,0,1,0,1,12,16.6,Transport en commun,4,7,8,1,0,11.25,Moyen
Youssef,Alabdullah alomar,24,M,Lettres,M1,Technologique,2,0,66.7,4,13,0,10,10.87,4,1,1,0,0,34.2,Voiture,4,1,5,1,1,12.07,Bon
Jey,Laclau,22,M,Mathematiques,L3,Technologique,3,1,67.2,3,12,2,4,8.64,2,1,1,1,20,0.9,Vélo/Marche,4,8,8,0,1,7.09,Faible
Boussad,Kouleta,22,M,Mathematiques,M1,Général,1,0,82.6,2,5,2,9,11.88,3,1,1,1,16,29.0,Voiture,4,5,6,0,1,8.87,Moyen
Augustin,Keita,19,M,Gestion,L1,Général,2,1,58.0,5,15,3,10,12.37,1,0,0,1,25,9.0,Transport en commun,2,4,4,0,1,10.62,Moyen
Souha,Kamrach,22,F,Gestion,L2,Général,1,1,77.7,2,3,0,9,12.64,4,1,1,0,0,3.1,Vélo/Marche,3,7,5,0,1,9.45,Moyen
Nehuan,Ulukuz,22,M,Informatique,L3,Général,1,0,73.7,3,21,3,8,6.18,2,0,0,1,30,3.5,Vélo/Marche,5,5,5,0,1,6.27,Faible
Bintou,Goursolle,23,F,Gestion,M1,Technologique,2,1,62.4,5,15,3,8,11.73,4,0,1,1,30,45.2,Voiture,3,3,7,0,1,10.55,Moyen
Francois,Roumagnac,22,M,Gestion,M1,Technologique,3,0,57.2,4,25,3,6,11.5,1,0,0,0,0,2.1,Vélo/Marche,3,2,10,0,1,11.79,Moyen
Belicia,Kamrach,19,F,Sciences,L1,Général,1,1,100.0,2,13,2,10,14.4,3,0,1,1,25,36.3,Voiture,4,7,10,1,1,13.09,Bon
Miryam,Ursini,23,F,Sciences,M2,Général,2,0,51.7,5,16,3,10,10.51,2,0,1,0,0,14.1,Transport en commun,2,7,6,0,1,8.3,Moyen
Cheikh,Keita,21,M,Sciences,L1,Professionnel,2,0,72.9,5,10,0,5,18.3,0,0,1,0,0,0.7,Vélo/Marche,4,5,9,1,1,11.19,Moyen
Hadja,Nait mohamed,23,F,Informatique,M1,Professionnel,1,0,93.6,3,11,0,11,11.11,1,0,0,0,0,11.2,Transport en commun,5,8,5,1,0,9.47,Moyen
Simeon,Intwari,25,M,Mathematiques,M2,Général,1,0,82.5,4,6,3,7,8.98,0,0,0,1,30,30.6,Voiture,0,6,3,1,1,4.64,Faible
Louange,Ponnou,20,F,Sciences,L1,Général,4,1,66.4,4,4,2,8,6.99,1,0,1,1,12,23.3,Voiture,4,8,7,0,1,10.02,Moyen
Ousmane,Toubol,23,M,Gestion,L3,Général,2,0,54.9,6,12,2,12,8.85,1,0,0,0,0,12.1,Transport en commun,2,3,8,1,1,7.74,Faible
Youssouf,Dede,20,M,Informatique,L1,Professionnel,2,1,76.1,3,11,1,12,7.76,2,1,1,0,0,35.4,Voiture,3,3,8,0,1,8.34,Moyen
Stone,Adam,20,M,Psychologie,L2,Général,2,0,31.8,8,6,2,5,10.21,2,0,1,1,8,2.3,Vélo/Marche,4,4,9,0,0,3.84,Faible
Louise,Camara,20,F,Psychologie,L2,Général,0,1,76.7,2,7,0,6,17.21,2,0,1,0,0,43.3,Voiture,4,5,6,1,1,10.3,Moyen
Mondesire,Monasse,21,F,Lettres,L3,Général,2,0,74.6,3,11,2,6,5.25,0,0,1,0,0,33.7,Voiture,4,8,7,0,0,6.42,Faible
Leilath,El abi,25,F,Informatique,M2,Général,2,0,91.1,2,6,3,12,5.52,3,0,0,1,8,22.2,Voiture,5,6,8,0,1,8.91,Moyen
Belicia,Iamundo,21,M,Psychologie,L3,Général,2,0,55.7,5,13,2,7,9.91,4,1,1,1,25,30.7,Voiture,3,4,9,0,0,9.22,Moyen
Ikram,Ali,21,F,Lettres,L2,Professionnel,1,1,68.8,3,6,5,5,5.62,1,0,0,0,0,14.1,Transport en commun,4,6,5,0,0,3.07,Faible
Salim,Tobada,24,M,Psychologie,M1,Général,0,0,81.0,2,12,2,12,7.07,0,0,0,0,0,20.2,Voiture,3,5,7,0,1,8.78,Moyen
Rawaa,El abi,24,F,Psychologie,M2,Général,1,0,77.3,2,5,2,10,12.09,2,0,0,1,12,14.8,Transport en commun,3,4,8,1,1,8.21,Moyen
Mamadou,Paire,21,M,Psychologie,L1,Général,4,0,52.5,6,5,3,12,10.6,3,1,1,1,30,7.9,Transport en commun,3,5,7,0,1,10.07,Moyen
Jihad,Piquer,24,M,Lettres,M2,Général,2,1,63.6,7,0,1,10,12.47,2,1,1,0,0,15.1,Transport en commun,4,5,6,1,1,10.48,Moyen
Yacine,Dagou,20,M,Informatique,L1,Général,2,0,96.4,0,10,4,9,13.05,2,0,1,0,0,5.4,Transport en commun,3,4,7,1,1,13.27,Bon
Louis,Cabrera belmar,24,M,Sciences,M1,Général,0,0,78.1,4,18,3,10,15.9,0,0,0,0,0,10.4,Transport en commun,4,4,8,1,1,12.08,Bon
Ikram,Adjagbe,21,F,Sciences,L1,Général,0,0,47.4,5,18,1,8,12.24,3,0,1,1,12,5.9,Transport en commun,4,7,5,1,1,6.01,Faible
Georges,Keita,19,M,Sciences,L1,Général,2,1,88.1,1,13,4,12,15.38,1,1,1,1,20,2.4,Vélo/Marche,0,6,5,1,1,14.15,Bon
Ayedi,Ovono etoubembe,20,F,Informatique,L2,Général,2,1,48.4,6,1,0,12,11.21,1,0,0,0,0,7.0,Transport en commun,3,8,10,1,1,7.9,Faible
Hugo,Adam,22,M,Informatique,L3,Général,2,0,69.1,4,15,5,5,12.28,0,0,0,1,12,34.4,Voiture,3,5,7,1,1,9.75,Moyen
Abigail,Lehie-Bi,21,F,Droit,L2,Professionnel,1,0,83.0,3,12,4,11,12.23,1,0,1,1,8,8.6,Transport en commun,3,3,8,0,1,11.39,Moyen
Akoete,Sall,20,M,Sciences,L1,Professionnel,3,0,93.4,1,9,3,6,11.88,2,0,1,1,20,24.8,Voiture,4,4,7,1,1,13.86,Bon
Olafemi,Tourret,23,M,Droit,L3,Général,1,0,36.6,9,17,1,12,11.58,2,0,0,1,20,3.5,Vélo/Marche,3,8,9,1,1,7.34,Faible
Mouniratou,Le page,25,F,Psychologie,M2,Général,1,0,85.4,2,14,1,12,17.72,5,0,1,0,0,9.9,Transport en commun,4,2,7,1,1,14.68,Bon
Railey,Dahouede,20,M,Lettres,L2,Professionnel,2,1,87.8,3,21,2,6,13.45,0,0,0,0,0,2.2,Vélo/Marche,4,9,8,1,1,12.78,Bon
Stone,Adam,20,M,Sciences,L1,Général,1,0,65.1,3,4,2,10,9.1,5,0,1,1,25,2.7,Vélo/Marche,3,3,5,0,1,7.44,Faible
Audrey,Kaba,20,F,Droit,L2,Technologique,1,1,75.5,2,4,2,11,19.71,2,1,0,1,25,17.3,Transport en commun,4,7,4,0,1,14.28,Bon
Rama,Attias,21,F,Lettres,L1,Professionnel,2,0,25.2,8,5,5,7,9.37,2,0,0,0,0,16.8,Transport en commun,0,3,6,1,1,7.45,Faible
Jihad,Gbizie,24,M,Sciences,M1,Général,2,1,30.0,7,10,2,6,10.78,4,1,1,1,20,4.3,Vélo/Marche,0,4,4,0,1,7.17,Faible
Mathieu,Essabe mbome oye,24,M,Informatique,M1,Général,3,0,91.7,1,19,3,9,7.64,2,1,1,0,0,11.6,Transport en commun,1,1,3,1,1,12.46,Bon
Sara,Djema,21,F,Gestion,L3,Professionnel,2,0,65.4,4,8,3,9,13.53,1,1,1,0,0,35.8,Voiture,3,10,7,0,0,12.52,Bon
Anas,Mbengue,22,M,Sciences,L2,Général,0,0,68.5,4,8,4,7,17.22,4,1,1,0,0,3.4,Vélo/Marche,2,7,4,1,1,9.92,Moyen
Yowan,Ganda-Te-Grembombo,23,M,Mathematiques,M1,Général,1,0,77.8,2,13,0,12,5.13,2,0,1,1,20,0.5,Vélo/Marche,5,7,9,1,1,4.59,Faible
Hirche Luca,Dushime,21,M,Mathematiques,L3,Général,4,0,68.1,5,15,2,6,9.75,2,0,1,1,8,19.0,Transport en commun,3,4,9,0,1,11.21,Moyen
Mouniratou,Roumagnac,24,F,Mathematiques,M1,Général,2,1,66.7,5,0,4,9,15.04,4,1,1,0,0,1.0,Vélo/Marche,4,3,4,0,1,13.02,Bon
Ikram,Bensmaine,21,F,Mathematiques,L3,Technologique,2,1,80.3,2,16,4,9,6.77,1,1,1,1,25,70.4,Logement sur place,2,7,7,0,1,10.31,Moyen
Djidou,Crespo,22,M,Mathematiques,M1,Technologique,0,0,50.1,6,8,4,10,12.98,2,0,1,1,25,16.9,Transport en commun,2,3,10,1,1,7.75,Faible
Youssef,Cabrera belmar,23,M,Gestion,L3,Professionnel,2,0,92.6,3,10,3,12,5.85,3,0,1,1,25,11.4,Transport en commun,2,5,6,1,0,8.66,Moyen
Ahmed,Belatar,22,M,Droit,L2,Général,0,0,70.3,4,18,2,8,12.35,2,1,0,0,0,10.1,Transport en commun,4,3,8,0,1,11.24,Moyen
Rawaa,Montean,23,F,Lettres,M2,Général,2,0,57.9,5,10,3,2,11.1,0,1,1,0,0,15.3,Transport en commun,3,6,10,0,1,8.77,Moyen
Ahmed,Ulukuz,20,M,Informatique,L2,Général,4,0,55.8,6,3,0,8,20.0,3,0,0,0,0,1.7,Vélo/Marche,3,1,4,1,0,12.61,Bon
Abdoul,Martinez,23,M,Informatique,L3,Général,4,1,74.7,5,4,3,11,13.63,0,1,1,1,16,47.9,Voiture,3,2,5,1,1,12.19,Bon
Awa,Paucarima,20,F,Sciences,L1,Général,2,1,69.1,7,11,3,9,2.54,3,0,0,1,12,17.7,Transport en commun,4,4,8,0,1,5.12,Faible
Akoete,Hounhuedo,21,M,Gestion,L3,Professionnel,2,1,49.2,6,9,3,9,10.52,4,0,0,1,16,3.7,Vélo/Marche,1,7,10,0,1,6.83,Faible
Naela,Ponnou,21,F,Psychologie,L3,Technologique,4,0,64.4,5,11,5,10,13.93,1,0,0,1,25,14.9,Transport en commun,4,4,6,1,1,13.49,Bon
Vincent,Chan,20,M,Sciences,L1,Général,2,1,61.1,5,9,3,11,9.23,0,0,1,0,0,2.6,Vélo/Marche,3,8,10,1,1,10.1,Moyen
Cheikh,Motondo masengi,21,M,Psychologie,L1,Général,0,1,94.2,1,17,2,5,9.07,1,1,0,1,20,0.5,Vélo/Marche,4,9,7,1,1,8.16,Moyen
Belicia,Manantsoa,23,M,Mathematiques,L3,Général,2,0,76.1,2,11,1,9,9.25,2,0,1,0,0,17.9,Transport en commun,2,5,3,1,0,8.55,Moyen
Rawaa,Chanwin,23,F,Sciences,M1,Général,1,0,99.1,0,2,4,9,12.88,4,1,1,0,0,18.8,Transport en commun,3,2,10,1,1,13.36,Bon
Miryam,Jday,22,F,Mathematiques,L2,Technologique,2,1,62.6,5,15,1,9,6.03,2,0,0,0,0,15.8,Transport en commun,2,8,6,1,1,9.6,Moyen
Safiatou,Dede,21,F,Droit,L1,Général,2,0,69.3,3,21,1,4,8.67,0,0,1,1,20,3.6,Vélo/Marche,5,2,8,1,1,8.41,Moyen
Nehuan,Garcia,21,M,Sciences,L3,Professionnel,2,0,80.2,2,12,1,12,14.73,2,0,0,1,25,16.6,Transport en commun,3,4,4,0,1,13.36,Bon
Dania,Bensmaine,19,F,Mathematiques,L1,Général,1,0,83.7,4,12,3,9,8.95,3,1,1,0,0,1.0,Vélo/Marche,5,2,5,0,1,9.89,Moyen
Vincent,Moenza,20,M,Mathematiques,L2,Général,1,0,85.5,2,7,1,10,8.72,1,0,1,0,0,16.9,Transport en commun,3,8,4,0,0,7.05,Faible
Boussad,Iamundo,20,M,Informatique,L1,Technologique,2,0,59.8,4,10,5,12,5.57,3,1,0,0,0,14.5,Transport en commun,2,7,4,1,1,6.04,Faible
Elodie,Dusabe,21,F,Sciences,L1,Général,3,1,60.2,5,14,5,10,13.25,1,0,0,1,16,19.2,Transport en commun,3,9,7,1,1,14.3,Bon
Omar,Fall,21,M,Mathematiques,L1,Général,2,1,68.3,4,17,5,5,12.42,3,0,1,1,12,40.7,Voiture,0,5,8,0,1,11.47,Moyen
Louis,Paire,20,M,Lettres,L2,Général,1,1,97.7,1,13,0,9,14.49,1,0,1,1,20,34.2,Voiture,5,4,6,1,1,13.29,Bon
Yacine,Martins,19,M,Mathematiques,L1,Général,4,0,58.0,6,20,5,11,10.37,1,0,0,1,25,71.0,Logement sur place,4,4,4,0,1,10.47,Moyen
Harold,Rakotonjanahary,21,M,Sciences,L2,Technologique,4,1,65.6,4,11,5,9,12.0,4,1,0,0,0,67.3,Logement sur place,4,3,5,0,1,12.92,Bon
Boussad,Cihyoka,22,M,Psychologie,L2,Général,1,0,85.7,2,5,5,12,11.97,2,1,1,0,0,26.6,Voiture,3,9,7,0,1,11.75,Moyen
Elodie,Ait mahammed,21,F,Psychologie,L2,Technologique,0,0,84.8,2,6,3,7,5.39,1,1,0,0,0,56.4,Logement sur place,3,10,7,1,1,4.87,Faible
Yacine,Et touil mendez,22,M,Psychologie,L2,Général,3,0,82.9,3,17,3,12,19.74,4,1,1,0,0,36.4,Voiture,5,4,7,1,1,20.0,Excellent
Taisir,Gbizie,23,F,Informatique,M1,Général,3,0,75.3,3,16,1,11,14.52,2,1,1,0,0,23.4,Voiture,2,7,10,1,1,17.2,Excellent
Jessica,Dupont,19,F,Informatique,L1,Technologique,4,1,57.0,4,3,4,9,11.1,1,1,0,0,0,1.4,Vélo/Marche,4,5,8,1,1,11.91,Moyen
Omar,Wu,21,M,Sciences,L2,Général,3,0,62.9,5,10,0,10,9.95,2,1,1,1,20,0.9,Vélo/Marche,3,6,8,0,1,8.07,Moyen
Hirche Luca,Baouya,20,M,Gestion,L1,Général,2,0,92.0,2,10,2,7,15.83,4,1,1,0,0,32.7,Voiture,5,8,10,1,1,13.43,Bon
Belicia,Ulukuz,19,M,Gestion,L1,Général,2,0,86.4,1,7,5,8,11.16,2,0,1,0,0,12.1,Transport en commun,4,3,6,0,1,11.29,Moyen
Louange,Richir,23,F,Informatique,L3,Général,0,1,52.6,5,4,2,10,14.27,1,0,1,1,20,30.3,Voiture,5,4,10,0,1,7.17,Faible
Salim,Tchassama,23,M,Mathematiques,L3,Général,1,0,87.9,1,7,1,9,8.6,2,1,1,0,0,6.8,Transport en commun,3,8,9,0,1,7.95,Faible
Jessica,Dushime,22,F,Informatique,M1,Général,2,1,94.9,1,6,5,9,7.47,2,0,1,1,30,9.1,Transport en commun,2,7,6,0,1,8.92,Moyen
Youssef,Nait mohamed,22,M,Psychologie,L3,Général,2,0,74.9,4,4,5,11,10.19,3,0,0,1,16,21.7,Voiture,3,6,8,0,1,9.91,Moyen
Vavo,Crespo,24,F,Mathematiques,M2,Général,2,0,80.8,3,15,1,4,10.84,0,1,1,0,0,44.4,Voiture,4,7,6,0,1,10.72,Moyen
Djidou,Gaye,20,M,Lettres,L1,Professionnel,3,1,90.2,1,12,4,10,12.41,2,0,1,1,30,1.7,Vélo/Marche,4,7,4,1,1,13.37,Bon
Marie Paul,Grosdoy,21,M,Informatique,L1,Général,1,0,62.9,6,9,2,12,16.37,0,1,0,0,0,35.6,Voiture,0,8,7,0,0,10.27,Moyen
Safiatou,Sossoumihen,20,F,Sciences,L1,Technologique,2,0,100.0,2,1,2,8,15.03,2,0,1,0,0,28.4,Voiture,3,7,4,1,1,14.96,Bon
Catherine,Ouattara,21,F,Mathematiques,L1,Général,0,1,93.6,1,10,2,6,15.81,5,1,1,0,0,6.8,Transport en commun,2,5,7,0,1,11.05,Moyen
Beni,Gbizie,21,M,Droit,L2,Général,2,0,82.4,3,14,0,8,8.02,0,0,1,1,8,7.9,Transport en commun,4,6,8,0,1,8.61,Moyen
Daro,Chan,21,F,Droit,L3,Technologique,3,1,73.4,5,7,2,5,9.68,1,1,0,0,0,0.9,Vélo/Marche,2,5,6,0,1,6.29,Faible
Ayedi,Sangwe,19,F,Mathematiques,L1,Général,2,0,81.9,2,5,0,10,14.48,2,1,1,0,0,0.5,Vélo/Marche,4,4,7,0,1,11.48,Moyen
Syrine,Nait mohamed,25,F,Droit,M2,Technologique,4,0,49.0,6,10,4,9,15.42,3,1,1,1,8,11.7,Transport en commun,2,5,7,0,1,11.96,Moyen
Blanche,Moudjalou mombo,24,F,Droit,M1,Général,1,0,100.0,3,13,3,10,13.62,1,0,1,0,0,1.8,Vélo/Marche,3,5,8,1,1,12.42,Bon
Malik-Adjhacy,Grosdoy,19,M,Psychologie,L1,Général,2,0,92.1,2,1,4,9,8.66,2,0,1,0,0,3.9,Vélo/Marche,5,2,7,1,1,8.95,Moyen
Abdou,Pham Huu,19,M,Psychologie,L1,Général,1,1,97.4,0,18,3,9,6.84,4,1,1,1,25,33.8,Voiture,2,7,6,0,1,8.02,Moyen
Jonathan,Koyakosso esso,20,M,Mathematiques,L1,Général,2,1,74.5,5,5,1,10,11.69,3,1,1,0,0,15.2,Transport en commun,1,8,8,0,1,8.88,Moyen
Ikram,Giraud,19,F,Lettres,L1,Technologique,3,0,68.2,3,9,5,6,7.41,3,1,0,1,25,18.1,Transport en commun,1,7,7,1,1,9.18,Moyen
Catherine,Iamundo,21,F,Informatique,L1,Général,2,0,63.2,4,17,4,10,12.55,1,1,1,1,20,3.7,Vélo/Marche,3,7,3,0,1,10.37,Moyen
Seyed,Djema,20,M,Informatique,L2,Professionnel,3,1,87.0,2,12,2,12,15.55,4,0,0,1,12,31.8,Voiture,3,5,6,0,1,11.93,Moyen
Kouaho,Agbagno,21,M,Droit,L1,Professionnel,1,0,65.8,3,16,1,7,11.52,1,0,1,1,8,36.4,Voiture,2,4,6,1,1,9.35,Moyen
Leilath,Montean,22,F,Mathematiques,L2,Général,3,0,71.0,3,19,3,10,5.84,1,1,1,1,8,13.3,Transport en commun,4,8,7,1,1,11.09,Moyen
Louange,El abi,24,F,Sciences,M2,Général,0,0,82.7,4,4,3,12,8.86,1,1,0,1,16,43.9,Voiture,1,3,7,1,1,8.05,Moyen
Ayedi,Ekoga bideng,22,F,Psychologie,L3,Technologique,3,0,63.5,5,16,4,6,14.09,2,0,1,1,20,33.5,Voiture,4,3,3,1,1,11.27,Moyen
Harold,Ahmat,24,M,Psychologie,M2,Professionnel,1,1,90.7,2,18,0,11,12.6,4,0,1,1,8,23.7,Voiture,4,6,4,0,1,10.8,Moyen
Khamal,Faviere--Prado,20,M,Droit,L1,Général,1,1,73.7,3,9,1,8,12.9,0,1,0,1,8,23.8,Voiture,5,6,5,0,1,7.91,Faible
Akoete,Redombo-Agnorogoule,20,M,Mathematiques,L2,Général,2,0,49.9,5,10,3,12,17.52,3,1,0,1,20,2.0,Vélo/Marche,5,8,7,0,0,10.9,Moyen
Mariamari,Toubol,22,F,Informatique,L3,Général,4,1,63.3,5,1,3,7,12.13,3,0,0,0,0,5.7,Transport en commun,3,2,9,1,1,9.77,Moyen
Louis,Chan,19,M,Gestion,L1,Technologique,0,0,94.9,2,15,0,9,12.01,2,0,0,1,30,1.2,Vélo/Marche,3,5,4,1,1,8.2,Moyen
Tova,Ponnou,20,F,Informatique,L1,Général,1,0,59.0,4,0,2,5,14.06,3,0,1,0,0,0.5,Vélo/Marche,4,3,6,0,1,7.44,Faible
Mamadou,Redombo-Agnorogoule,22,M,Informatique,L3,Technologique,3,0,88.3,3,16,3,10,6.34,0,0,1,0,0,3.1,Vélo/Marche,1,7,7,0,1,10.55,Moyen
Magnificath,Conde,23,F,Gestion,L3,Général,1,1,75.9,2,4,3,10,9.11,0,1,0,0,0,38.2,Voiture,2,8,5,0,1,6.36,Faible
Francoise,Rakotonjanahary,20,F,Psychologie,L2,Général,1,0,71.3,4,18,2,10,7.99,4,1,1,1,25,4.9,Vélo/Marche,1,7,7,0,1,7.6,Faible
Jessica,Mbengue,22,F,Lettres,L2,Général,2,0,100.0,1,13,2,10,13.29,2,1,1,0,0,63.2,Logement sur place,3,4,8,0,1,13.45,Bon
Steph,Coly,21,M,Mathematiques,L2,Général,1,0,53.5,5,16,4,9,7.31,1,1,1,1,20,16.4,Transport en commun,3,4,5,1,1,5.29,Faible
Boussad,Kouleta,19,M,Sciences,L1,Général,4,0,62.2,5,7,5,5,12.94,2,0,0,1,8,4.9,Vélo/Marche,2,5,7,1,1,12.1,Bon
Nehuan,Senin,21,M,Mathematiques,L2,Général,3,0,73.6,3,4,2,11,9.98,4,1,1,0,0,12.4,Transport en commun,0,4,7,0,0,8.93,Moyen
Rawaa,Bamba,21,F,Informatique,L1,Général,2,1,100.0,1,2,2,9,9.45,2,1,1,1,30,4.5,Vélo/Marche,4,5,5,0,0,6.73,Faible
Clarissia,Nait mohamed,19,F,Psychologie,L1,Général,4,0,73.7,3,16,5,10,14.26,1,1,1,1,25,74.4,Logement sur place,0,4,7,0,1,16.09,Excellent
Mouniratou,Camara,25,F,Sciences,M2,Général,2,1,78.4,3,14,2,9,5.74,2,0,1,1,20,33.8,Voiture,5,2,8,0,1,8.36,Moyen
Syrine,Irakoze,22,F,Psychologie,L3,Professionnel,0,0,68.6,3,14,3,12,8.94,3,1,0,0,0,0.5,Vélo/Marche,2,6,9,0,1,9.24,Moyen
Magnificath,Faviere--Prado,22,F,Informatique,L3,Général,1,0,79.7,5,12,3,8,20.0,0,1,1,0,0,53.1,Logement sur place,4,7,10,1,1,15.57,Excellent
Stone,Richir,21,M,Psychologie,L2,Général,2,0,69.6,3,14,2,7,17.83,1,0,1,1,16,23.0,Voiture,3,9,6,0,1,11.06,Moyen
